Company,Industry,Sector
De Beren,Food and Beverage Services,Accomodation Services
ITW GSE,Aviation & Aerospace,"Transportation, Logistics, Supply Chain and Storage"
Woningcorporatie Actium,Real Estate,Real Estate and Equipment Rental Services
Mellors Group,Events Services,Administrative and Support Services
DUKES London,Hospitality,Accomodation Services
Babyshop Group,Retail,Retail
Johns&Co,Real Estate,Real Estate and Equipment Rental Services
illwerke vkw,Utilities,Utilities
Edinburgh Woollen Mill,Retail,Retail
RETAILORS,Retail,Retail
Hillier Nurseries Ltd,Retail,Retail
vanHaren Schoenen BV,Retail,Retail
Airpro Oy,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
HeadBox,Events Services,Administrative and Support Services
Dana Victor Reinz,Motor Vehicle Manufacturing,Manufacturing
NovaTaste,Food and Beverage Services,Accomodation Services
ZA/UM,Computer Games,"Technology, Information and Media"
Pixel United,Computer Games,"Technology, Information and Media"
AB Stångåstaden,Real Estate,Real Estate and Equipment Rental Services
IFFA Frankfurt,Events Services,Administrative and Support Services
Den Gamle By,"Museums, Historical Sites, and Zoos",Entertainment Providers
The Liverpool Institute for Performing Arts,Performing Arts,Entertainment Providers
RedCat Independent Pubs,Hospitality,Accomodation Services
Bayerische Hausbau GmbH & Co. KG,Real Estate,Real Estate and Equipment Rental Services
"Nationalmuseum, Sweden","Museums, Historical Sites, and Zoos",Entertainment Providers
Trianel GmbH,Utilities,Utilities
"Brown's Hotel, a Rocco Forte Hotel",Hospitality,Accomodation Services
Thüga Aktiengesellschaft,Utilities,Utilities
SELF-PORTRAIT,Retail Apparel and Fashion,Retail
EWE Go GmbH,Utilities,Utilities
Aquaculture UK,Events Services,Administrative and Support Services
Frameless,Entertainment Providers,Entertainment Providers
Blomsterlandet,Retail,Retail
Alexandra (A Mi Hub brand),Apparel and Fashion,Retail
Imperial Society of Teachers of Dancing,Performing Arts,Entertainment Providers
Brown&Co LLP,Real Estate,Real Estate and Equipment Rental Services
LEW,Utilities,Utilities
Haven Power,Utilities,Utilities
Althoff Hotels,Hospitality,Accomodation Services
Parfetts / Go Local,Retail,Retail
Brax | Leineweber GmbH & Co. KG,Apparel and Fashion,Retail
Simple Feast,Food and Beverage Services,Accomodation Services
Nobu Hotel London Shoreditch,Hospitality,Accomodation Services
Reitan Convenience Norway,Retail,Retail
Energie Steiermark AG,Utilities,Utilities
Bournemouth Airport,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
RFSU,Civic and Social Organizations,Consumer Services
Scottish Ballet,Performing Arts,Entertainment Providers
McDonald's Nederland,Restaurants,Accomodation Services
NAEA Propertymark,Real Estate,Real Estate and Equipment Rental Services
Electra Commercial Vehicles Ltd,Motor Vehicle Manufacturing,Manufacturing
Restaurant Company Europe (RCE),Hospitality,Accomodation Services
Mazda UK,Motor Vehicle Manufacturing,Manufacturing
CUDONI,Retail Luxury Goods and Jewelry,Retail
Hyundai Motor Nederland,Motor Vehicle Manufacturing,Manufacturing
ARD MEDIA,Broadcast Media Production and Distribution,"Technology, Information and Media"
Holland Cooper Clothing LTD,Retail Apparel and Fashion,Retail
Albert Handtmann Metallgusswerk GmbH & Co. KG,Motor Vehicle Manufacturing,Manufacturing
Encore UK & The Netherlands,Events Services,Administrative and Support Services
Ubisoft Düsseldorf,Computer Games,"Technology, Information and Media"
O'Callaghan Collection,Hospitality,Accomodation Services
IBN,Civic and Social Organizations,Consumer Services
Hive Learning,E-Learning,Education
Kadera aanpak huiselijk geweld,Civic and Social Organizations,Consumer Services
Four Seasons Resort,Hospitality,Accomodation Services
Kwantum,Retail,Retail
Akelius Languages Online gGmbH,E-Learning Providers,Education
The Big Table Group,Hospitality,Accomodation Services
Royal Automobile Club,Hospitality,Accomodation Services
Brand Machine Group,Apparel and Fashion,Retail
INTERNORGA,Hospitality,Accomodation Services
Volvo Car BeLux,Motor Vehicle Manufacturing,Manufacturing
Quares,Real Estate,Real Estate and Equipment Rental Services
Quality Hotel,Hospitality,Accomodation Services
Roll7,Computer Games,"Technology, Information and Media"
Omer Vander Ghinste,Food and Beverage Services,Accomodation Services
SBD Automotive,Motor Vehicle Manufacturing,Manufacturing
Savills Nederland,Real Estate,Real Estate and Equipment Rental Services
enviaM-Gruppe,Utilities,Utilities
KERN LIEBERS,Motor Vehicle Manufacturing,Manufacturing
leTEC,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Keolis Sverige AB,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
CRM Students,Real Estate,Real Estate and Equipment Rental Services
Amnesty International Denmark,Civic and Social Organizations,Consumer Services
Cotswold Fayre | B Corp,Food and Beverage Services,Accomodation Services
Volvo Trucks Nederland,Motor Vehicle Manufacturing,Manufacturing
Avove Utilities,Utilities,Utilities
Pankl Racing Systems,Motor Vehicle Manufacturing,Manufacturing
Retta Management,Real Estate,Real Estate and Equipment Rental Services
Be At One Cocktail Bars,Food and Beverage Services,Accomodation Services
KAS BANK,Banking,Financial Services
Criterion Capital,Real Estate,Real Estate and Equipment Rental Services
TÜV NORD Mobilität GmbH & Co. KG,Motor Vehicle Manufacturing,Manufacturing
Street Group,Real Estate,Real Estate and Equipment Rental Services
SES Water,Utilities,Utilities
Bavaria Fiction GmbH,Entertainment Providers,Entertainment Providers
BUUK Infrastructure,Utilities,Utilities
Europa,Real Estate,Real Estate and Equipment Rental Services
NOVASOL,"Leisure, Travel & Tourism",Administrative and Support Services
Harwoods Ltd,Retail Motor Vehicles,Retail
Galbraith,Real Estate,Real Estate and Equipment Rental Services
Servisair,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
BWH Hotels GB,Hospitality,Accomodation Services
Hedley Studios,Motor Vehicle Manufacturing,Manufacturing
Park Hyatt Vienna,Hospitality,Accomodation Services
Telespazio Belgium,Aviation & Aerospace,"Transportation, Logistics, Supply Chain and Storage"
Galgorm Collection,Hospitality,Accomodation Services
Power Electrics,Utilities,Utilities
Tom&Co,Retail,Retail
Eddisons,Real Estate,Real Estate and Equipment Rental Services
KidZania London,Entertainment,Entertainment Providers
Defenture B.V.,Motor Vehicle Manufacturing,Manufacturing
Homelike,Real Estate,Real Estate and Equipment Rental Services
Snell Advanced Media,Broadcast Media Production and Distribution,"Technology, Information and Media"
Vision Nine,Events Services,Administrative and Support Services
Portsmouth Water,Utilities,Utilities
Connections Luxury,Events Services,Administrative and Support Services
E.ON Grid Solutions,Utilities,Utilities
Keith Prowse,Hospitality,Accomodation Services
Wunderflats,Real Estate,Real Estate and Equipment Rental Services
eCademy GmbH,E-Learning Providers,Education
Birch,Hospitality,Accomodation Services
Side Audio,Computer Games,"Technology, Information and Media"
BANK OF AFRICA UNITED KINGDOM Plc,Banking,Financial Services
Sumo Group,Computer Games,"Technology, Information and Media"
WIJeindhoven,Civic and Social Organizations,Consumer Services
Globetrotter Ausrüstung,Retail,Retail
ScS,Retail,Retail
Premier Foods Wholesale,Food and Beverage Services,Accomodation Services
LEAG,Utilities,Utilities
Thomas Ridley Foodservice,Food & Beverages,Retail
Libéma,Hospitality,Accomodation Services
TJC,Retail Luxury Goods and Jewelry,Retail
Tetley,Food and Beverage Services,Accomodation Services
Argyll,Real Estate,Real Estate and Equipment Rental Services
Stromnetz Berlin GmbH,Utilities,Utilities
AG Gruppen,Real Estate,Real Estate and Equipment Rental Services
Watts Group Limited,Real Estate,Real Estate and Equipment Rental Services
YOKOHAMA Europe,Motor Vehicle Manufacturing,Manufacturing
Cotton Club,Retail,Retail
The Walt Disney Company UK & Ireland,Entertainment Providers,Entertainment Providers
Deka Institutionell,Banking,Financial Services
Kamera Express,Retail,Retail
Wibra,Retail,Retail
MD ELEKTRONIK Group,Motor Vehicle Manufacturing,Manufacturing
Klättermusen AB,Retail,Retail
WINGSTOP UK (Lemon Pepper Holdings Ltd),Restaurants,Accomodation Services
Glowmade,Computer Games,"Technology, Information and Media"
BILSTEIN,Motor Vehicle Manufacturing,Manufacturing
DECK 13 Interactive GmbH,Computer Games,"Technology, Information and Media"
Vagabond Shoemakers,Retail Apparel and Fashion,Retail
i-mens,Civic and Social Organizations,Consumer Services
Joe Duffy Group,Motor Vehicle Manufacturing,Manufacturing
Oldenburgische Landesbank AG,Banking,Financial Services
Bristol Old Vic,Performing Arts,Entertainment Providers
engelhorn,Retail,Retail
Leipzig/Halle Airport,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Hornby Hobbies Ltd,Consumer Goods,Retail
iO Partners,Real Estate,Real Estate and Equipment Rental Services
HanseWerk-Gruppe,Utilities,Utilities
Data Centre World Paris,Events Services,Administrative and Support Services
Kredsløb,Utilities,Utilities
MBNI Truck & Van,Motor Vehicle Manufacturing,Manufacturing
Xandres,Retail Apparel and Fashion,Retail
21-May,Real Estate,Real Estate and Equipment Rental Services
Nijestee,Civic and Social Organizations,Consumer Services
Odin foodcoop,Retail,Retail
Rabot Energy,Utilities,Utilities
Jenny Packham,Retail Apparel and Fashion,Retail
Praxis Group,Real Estate,Real Estate and Equipment Rental Services
STOCK SPIRITS GmbH & Co. KG,Consumer Goods,Retail
Sparekassen Danmark,Banking,Financial Services
Woonwaard Noordkennemerland,Civic and Social Organizations,Consumer Services
Limitless,Real Estate,Real Estate and Equipment Rental Services
London Live,Broadcast Media Production and Distribution,"Technology, Information and Media"
Mercedes-Benz Unimog,Motor Vehicle Manufacturing,Manufacturing
NUMIDIA BV,Food and Beverage Services,Accomodation Services
World of Books Group,Retail,Retail
"Radisson Blu Plaza Hotel, Oslo",Hospitality,Accomodation Services
Waldorf Astoria Berlin,Hospitality,Accomodation Services
Colruyt Group Academy,Entertainment,Entertainment Providers
Miba Battery Systems,Motor Vehicle Manufacturing,Manufacturing
Able UK,Real Estate,Real Estate and Equipment Rental Services
Citizens UK,Civic and Social Organizations,Consumer Services
Execuzen,Capital Markets,Financial Services
British Energy,Utilities,Utilities
Restel Oy,Restaurants,Accomodation Services
Morrisons Early Careers,Retail,Retail
FLOWSPARKS,E-Learning Providers,Education
Lodha UK,Real Estate,Real Estate and Equipment Rental Services
Erve,Retail Apparel and Fashion,Retail
123inkt.nl,Retail Office Equipment,Retail
Jopen BV Haarlem,Food and Beverage Services,Accomodation Services
Santander UK Universities,Banking,Financial Services
Elnetselskabet N1,Utilities,Utilities
Property Alliance Group,Real Estate,Real Estate and Equipment Rental Services
Vislink,Broadcast Media Production and Distribution,"Technology, Information and Media"
urbanest,Real Estate,Real Estate and Equipment Rental Services
Hampden & Co,Banking,Financial Services
Optisport,"Leisure, Travel & Tourism",Administrative and Support Services
Rokit Vintage,Retail,Retail
The Business Show London,Events Services,Administrative and Support Services
GET H2,Utilities,Utilities
The Pharmacy Show,Events Services,Administrative and Support Services
Lelystad Airport,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Bel Air Aviation A/S,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Total Fitness,"Health, Wellness and Fitness",Entertainment Providers
Evangelische Bank,Banking,Financial Services
Competition and Consumer Protection Commission,Consumer Services,Consumer Services
Bureau Jeugdzorg Limburg,Civic and Social Organizations,Consumer Services
LaplandUK,Entertainment Providers,Entertainment Providers
Jeugdbescherming Overijssel,Civic and Social Organizations,Consumer Services
Britannia Row Productions Limited,Events Services,Administrative and Support Services
Business Aviation & VIP,Aviation & Aerospace,"Transportation, Logistics, Supply Chain and Storage"
BOOM BATTLE BAR,Hospitality,Accomodation Services
Alexanders Prestige,Retail Motor Vehicles,Retail
Panattoni Germany,Real Estate,Real Estate and Equipment Rental Services
Orkla FoodSolutions Sverige,Food and Beverage Services,Accomodation Services
Integrated Utility Services,Utilities,Utilities
Jarrolds,Retail,Retail
Select Car Leasing,Motor Vehicle Manufacturing,Manufacturing
Virtual College,E-Learning Providers,Education
Almanac Hotels,Hospitality,Accomodation Services
genlo,Retail Apparel and Fashion,Retail
St Michael's Manchester,Real Estate,Real Estate and Equipment Rental Services
Thon Eiendom,Real Estate,Real Estate and Equipment Rental Services
Emil Frey Nederland,Motor Vehicle Manufacturing,Manufacturing
Koninklijk Theater Carré,Entertainment Providers,Entertainment Providers
Fire Fighters Charity,"Health, Wellness and Fitness",Entertainment Providers
European Cargo,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Property Connect Networking,Events Services,Administrative and Support Services
Data Centre World Frankfurt,Events Services,Administrative and Support Services
Brighton Dome & Brighton Festival,Performing Arts,Entertainment Providers
SportsInnovation,Events Services,Administrative and Support Services
NIRA Dynamics AB,Motor Vehicle Manufacturing,Manufacturing
Adderstone,Real Estate,Real Estate and Equipment Rental Services
FGH (Freemans Grattan Holdings),Retail,Retail
